"activity_nr","reporting_id","state_flag","estab_name","site_address","site_city","site_state","site_zip","owner_type","owner_code","adv_notice","safety_hlth","sic_code","naics_code","insp_type","insp_scope","why_no_insp","union_status","nr_in_estab","open_date","case_mod_date","close_conf_date","close_case_date","ld_dt","close_year","noviol","act_id","citation_id","delete_flag","standard","viol_type","issuance_date","abate_date","abate_complete","current_penalty","initial_penalty","contest_date","final_order_date","nr_instances","nr_exposed","rec","gravity","emphasis","hazcat","fta_insp_nr","fta_issuance_date","fta_penalty","fta_contest_date","fta_final_order_date","hazsub1","hazsub2","hazsub3","hazsub4","hazsub5","load_dt","safety_manuf","safety_const","safety_marit","health_manuf","health_const","health_marit","migrant","mail_street","mail_city","mail_state","mail_zip","host_est_key","rel_type.1","rel_act_nr.1","rel_safety.1","rel_health.1","load_dt.1.x","rel_type.2","rel_act_nr.2","rel_safety.2","rel_health.2","load_dt.2.x","rel_type.3","rel_act_nr.3","rel_safety.3","rel_health.3","load_dt.3.x","rel_type.4","rel_act_nr.4","rel_safety.4","rel_health.4","load_dt.4.x","rel_type.5","rel_act_nr.5","rel_safety.5","rel_health.5","load_dt.5.x","rel_type.6","rel_act_nr.6","rel_safety.6","rel_health.6","load_dt.6.x","rel_type.7","rel_act_nr.7","rel_safety.7","rel_health.7","load_dt.7","rel_type.8","rel_act_nr.8","rel_safety.8","rel_health.8","load_dt.8","rel_type.9","rel_act_nr.9","rel_safety.9","rel_health.9","load_dt.9","rel_type.10","rel_act_nr.10","rel_safety.10","rel_health.10","load_dt.10","rel_type.11","rel_act_nr.11","rel_safety.11","rel_health.11","load_dt.11","rel_type.12","rel_act_nr.12","rel_safety.12","rel_health.12","load_dt.12","rel_type.13","rel_act_nr.13","rel_safety.13","rel_health.13","load_dt.13","rel_type.14","rel_act_nr.14","rel_safety.14","rel_health.14","load_dt.14","rel_type.15","rel_act_nr.15","rel_safety.15","rel_health.15","load_dt.15","rel_type.16","rel_act_nr.16","rel_safety.16","rel_health.16","load_dt.16","rel_type.17","rel_act_nr.17","rel_safety.17","rel_health.17","load_dt.17","rel_type.18","rel_act_nr.18","rel_safety.18","rel_health.18","load_dt.18","rel_type.19","rel_act_nr.19","rel_safety.19","rel_health.19","load_dt.19","rel_type.20","rel_act_nr.20","rel_safety.20","rel_health.20","load_dt.20","activity_nr.1","citation_id.1","pen_fta.1","hist_event.1","hist_date.1","hist_penalty.1","hist_abate_date.1","hist_vtype.1","hist_insp_nr.1","load_dt.1.y","activity_nr.2","citation_id.2","pen_fta.2","hist_event.2","hist_date.2","hist_penalty.2","hist_abate_date.2","hist_vtype.2","hist_insp_nr.2","load_dt.2.y","activity_nr.3","citation_id.3","pen_fta.3","hist_event.3","hist_date.3","hist_penalty.3","hist_abate_date.3","hist_vtype.3","hist_insp_nr.3","load_dt.3.y","activity_nr.4","citation_id.4","pen_fta.4","hist_event.4","hist_date.4","hist_penalty.4","hist_abate_date.4","hist_vtype.4","hist_insp_nr.4","load_dt.4.y","activity_nr.5","citation_id.5","pen_fta.5","hist_event.5","hist_date.5","hist_penalty.5","hist_abate_date.5","hist_vtype.5","hist_insp_nr.5","load_dt.5.y","activity_nr.6","citation_id.6","pen_fta.6","hist_event.6","hist_date.6","hist_penalty.6","hist_abate_date.6","hist_vtype.6","hist_insp_nr.6","load_dt.6.y"
313506123,950633,NA,"IRONWOOD STATE PRISON (ISP)","19005 WILEYW WELL RD","BLYTHE","CA",92226,"C",0,"N","H",9223,922140,"B","B","","Y",1300,"2009-08-11","2014-01-29","2010-02-09","2012-06-20","2014-02-01 02:16:42 EST",2012,FALSE,"313506123 01002","01002","","5144 K03","O","2010-02-09","2010-03-15","X",NA,750,"2010-04-05","2011-12-09",3,26,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2014-02-01 02:16:50 EST","","",NA,"",NA,NA,NA,"P. O. BOX 2229","BLYTHE","CA",92226,"N088    000028649","C",207324278,"","X","2014-02-01 02:16:46 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313506123,"01002","P","Z","2010-02-09",750,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",313506123,1002,"P","F","2011-12-09",NA,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313506123,950633,NA,"IRONWOOD STATE PRISON (ISP)","19005 WILEYW WELL RD","BLYTHE","CA",92226,"C",0,"N","H",9223,922140,"B","B","","Y",1300,"2009-08-11","2014-01-29","2010-02-09","2012-06-20","2014-02-01 02:16:42 EST",2012,FALSE,"313506123 01004","01004","","5199 E02","O","2010-02-09","2010-03-15","X",NA,750,"2010-04-05","2011-12-09",1,26,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2014-02-01 02:16:50 EST","","",NA,"",NA,NA,NA,"P. O. BOX 2229","BLYTHE","CA",92226,"N088    000028649","C",207324278,"","X","2014-02-01 02:16:46 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313506123,"01004","P","F","2011-12-09",NA,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",313506123,1004,"P","Z","2010-02-09",750,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313506123,950633,NA,"IRONWOOD STATE PRISON (ISP)","19005 WILEYW WELL RD","BLYTHE","CA",92226,"C",0,"N","H",9223,922140,"B","B","","Y",1300,"2009-08-11","2014-01-29","2010-02-09","2012-06-20","2014-02-01 02:16:42 EST",2012,FALSE,"313506123 01005","01005","","5199 I01","O","2010-02-09","2010-03-15","X",NA,750,"2010-04-05","2011-12-09",6,26,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2014-02-01 02:16:50 EST","","",NA,"",NA,NA,NA,"P. O. BOX 2229","BLYTHE","CA",92226,"N088    000028649","C",207324278,"","X","2014-02-01 02:16:46 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313506123,"01005","P","Z","2010-02-09",750,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",313506123,1005,"P","F","2011-12-09",NA,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313506123,950633,NA,"IRONWOOD STATE PRISON (ISP)","19005 WILEYW WELL RD","BLYTHE","CA",92226,"C",0,"N","H",9223,922140,"B","B","","Y",1300,"2009-08-11","2014-01-29","2010-02-09","2012-06-20","2014-02-01 02:16:42 EST",2012,FALSE,"313506123 01001","01001","","5144 F02","O","2010-02-09","2010-03-15","X",450,750,"2010-04-05","2011-12-09",3,26,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2014-02-01 02:16:50 EST","","",NA,"",NA,NA,NA,"P. O. BOX 2229","BLYTHE","CA",92226,"N088    000028649","C",207324278,"","X","2014-02-01 02:16:46 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313506123,"01001","P","F","2011-12-09",450,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",313506123,1001,"P","Z","2010-02-09",750,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313506123,950633,NA,"IRONWOOD STATE PRISON (ISP)","19005 WILEYW WELL RD","BLYTHE","CA",92226,"C",0,"N","H",9223,922140,"B","B","","Y",1300,"2009-08-11","2014-01-29","2010-02-09","2012-06-20","2014-02-01 02:16:42 EST",2012,FALSE,"313506123 01003","01003","","5199 D01","O","2010-02-09","2010-03-15","X",450,750,"2010-04-05","2011-12-09",1,26,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2014-02-01 02:16:50 EST","","",NA,"",NA,NA,NA,"P. O. BOX 2229","BLYTHE","CA",92226,"N088    000028649","C",207324278,"","X","2014-02-01 02:16:46 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313506123,"01003","P","F","2011-12-09",450,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",313506123,1003,"P","Z","2010-02-09",750,"2010-03-15","O",NA,"2014-02-01 02:16:59 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313510786,950633,NA,"CA CORRECTIONS YUCAIPA","41100 PINE BENCH RD","YUCAIPA","CA",92399,"B",0,"N","S",9223,922140,"A","B","","Y",30,"2010-10-06","2011-12-13","2010-11-29","2010-11-29","2011-12-15 01:00:33 EST",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"41100 PINE BENCH ROAD","YUCAIPA","CA",92399,"N088    000020134","A",102614302,"","","2011-12-15 01:00:37 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313510919,950633,NA,"DEPT OF CORRECTION CAL FIRE","14467 CENTRAL AVE","CHINO","CA",91710,"C",0,"N","S",9223,922140,"A","B","","N",7000,"2010-10-26","2014-09-09","2011-03-24","2012-05-24","2014-09-12 01:01:43 EDT",2012,FALSE,"313510919 01001","01001","X","43000001 A","O","2011-03-24","2011-03-29","I",NA,400,"2011-04-14","2011-07-22",1,1,"A",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2014-09-12 01:01:52 EDT","","",NA,"",NA,NA,NA,"","","",0,"N088    000029929","A",102614708,"","","2014-09-12 01:01:46 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313510919,"01001","P","Z","2011-03-24",400,"2011-03-29","O",NA,"2014-09-12 01:02:05 EDT",313510919,1001,"P","F","2011-07-22",NA,"2011-03-29","O",NA,"2014-09-12 01:02:05 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313515108,950633,NA,"SAN BERNARDINO COUNTY PROBATION CVJDAC","900 GILBERT ST","SAN BERNARDINO","CA",92415,"B",0,"N","H",9223,922140,"B","B","","Y",225,"2011-12-15","2014-06-25","2012-06-15","2012-06-15","2014-06-30 01:01:14 EDT",2012,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"","","",0,"N088    000031225","C",208109488,"X","X","2014-06-30 01:01:16 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313640047,950635,NA,"CA CORRECTIONS LONG BEACH","2165 E SPRING ST 3RD FLOOR","LONG BEACH","CA",90806,"C",0,"N","S",9223,922140,"B","B","","Y",35,"2010-03-26","2010-06-14","2010-05-17","2010-05-17","2011-10-14 16:38:47 EDT",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"","","",0,"N056    000017105","C",206934721,"X","","2011-10-14 16:41:57 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314146275,950612,NA,"SALINAS VALLEY STATE PRISON (SVSP)","HWY 101 N","SOLEDAD","CA",93926,"C",0,"N","S",9223,922140,"A","B","","Y",100,"2010-04-13","2010-07-14","2010-06-15","2010-07-12","2011-10-14 16:38:47 EDT",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"PO BOX 686","SOLEDAD","CA",93960,"N069    000025900","A",102677358,"","","2011-10-14 16:41:57 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314146531,950612,NA,"ELMWOOD CORRECTIONAL COMPLEX","701 S ABEL ST","MILPITAS","CA",95035,"B",0,"N","H",9223,922140,"B","B","","Y",300,"2010-05-05","2014-06-18","2010-06-08","2010-06-14","2014-06-21 02:09:46 EDT",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"","","",0,"N069    000025957","C",207280751,"","X","2014-06-21 02:09:50 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314146788,950612,NA,"SALINAS VALLEY STATE PRISON (SVSP)","HWY 101 NORTH","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"B","B","","Y",387,"2010-05-19","2010-07-14","2010-07-06","2010-07-12","2011-10-14 16:38:47 EDT",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"PO BOX 686","SOLEDAD","CA",93960,"N069    000024836","C",207558297,"X","X","2011-10-14 16:41:57 EDT","C",207280801,"X","X","2011-10-14 16:41:57 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314147489,950612,NA,"SALINAS VALLEY STATE PRISON (SVSP)","31625 HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"A","B","","Y",1000,"2010-06-15","2010-08-11","2010-08-02","2010-08-10","2011-10-14 16:38:47 EDT",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"","","",0,"N069    000026044","A",102677986,"","","2011-10-14 16:41:57 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314147554,950612,NA,"SALINAS VALLEY STATE PRISON (SVSP)","31625 HWY 101","SOLEDAD","CA",93960,"C",0,"N","S",9223,922140,"A","B","","Y",1000,"2010-07-06","2010-08-24","2010-08-02","2010-08-10","2011-10-14 16:38:47 EDT",2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"","","",0,"N069    000026045","A",102677994,"","","2011-10-14 16:41:57 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314323700,950622,NA,"CALIFORNIA STATE PRISON, SOLANO (SOL)","2100 PEABODY RD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"B","B","","Y",1001,"2010-06-17","2012-06-18","2010-11-19","2010-11-22","2012-06-20 02:44:06 EDT",2010,FALSE,"314323700 01001","01001","","5142 A01","O","2010-11-19","2010-11-19","X",NA,NA,"","",1,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"2012-06-20 02:44:10 EDT","","",NA,"",NA,NA,NA,"P.O. BOX 4000","VACAVILLE","CA",95688,"N067    000018356","C",206913832,"","X","2012-06-20 02:44:09 EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
